(22, -23), (23, -24), (23, -23), 
(15, -5), (20, 2), (19, -3), 
(5, -3), (7, -4), (7, -3), 
(22, -23), (23, -23), (23, -23), 
(14, -3), (19, 4), (18, -2), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (22, -23), (23, -24), 
(14, -3), (19, 2), (18, -4), 
(5, -3), (6, -4), (6, -2), 
(22, -24), (23, -23), (24, -24), 
(15, -3), (20, 3), (19, -4), 
(5, -3), (8, -4), (7, -2), 
(22, -23), (23, -22), (24, -23), 
(14, -2), (19, 4), (18, -2), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -23), (23, -24), 
(13, -3), (18, 2), (18, -4), 
(4, -3), (5, -4), (6, -3), 
(21, -24), (23, -23), (24, -24), 
(13, -2), (19, 3), (17, -4), 
(4, -3), (6, -4), (6, -2), 
(22, -23), (23, -22), (24, -24), 
(14, 0), (19, 4), (18, -3), 
(5, -2), (7, -3), (7, -1), 
(21, -24), (22, -22), (24, -24), 
(13, 0), (18, 4), (16, -3), 
(4, -2), (5, -4), (5, -1), 
(21, -24), (22, -22), (24, -24), 
(13, -1), (18, 3), (16, -3), 
(4, -2), (5, -4), (6, -2), 
(22, -24), (23, -22), (25, -25), 
(15, -1), (20, 3), (18, -4), 
(5, -3), (7, -4), (7, -2), 
(22, -24), (22, -22), (24, -25), 
(13, 0), (18, 3), (17, -5), 
(4, -3), (6, -4), (6, -2), 
(22, -24), (22, -22), (24, -24), 
(15, 0), (20, 2), (18, -4), 
(5, -3), (7, -4), (7, -2), 
(22, -24), (22, -22), (24, -25), 
(13, -1), (19, 2), (17, -5), 
(5, -3), (5, -4), (6, -2), 
(22, -23), (22, -21), (24, -24), 
(14, 0), (20, 4), (17, -3), 
(5, -2), (7, -3), (7, -1), 
(22, -24), (22, -22), (24, -24), 
(15, -2), (20, 2), (18, -4), 
(6, -3), (7, -4), (7, -2), 
(22, -23), (22, -22), (24, -24), 
(15, -2), (21, 2), (19, -5), 
(6, -3), (8, -4), (7, -2), 
(22, -23), (22, -23), (24, -25), 
(15, -2), (21, 2), (19, -5), 
(5, -3), (7, -5), (7, -2), 
(22, -23), (22, -23), (24, -24), 
(16, -3), (21, 2), (19, -5), 
(6, -3), (7, -4), (7, -2), 
(21, -23), (22, -22), (24, -24), 
(16, -3), (20, 2), (19, -5), 
(5, -3), (7, -4), (7, -2), 
(22, -23), (22, -22), (24, -23), 
(16, -2), (21, 3), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -23), (22, -22), (24, -24), 
(16, -3), (21, 2), (20, -6), 
(6, -3), (8, -4), (8, -3), 
(21, -23), (22, -22), (23, -23), 
(15, -2), (20, 3), (18, -5), 
(4, -2), (6, -4), (6, -2), 
(21, -23), (21, -22), (23, -23), 
(15, -3), (20, 2), (18, -6), 
(4, -3), (6, -5), (6, -3), 
(21, -23), (22, -22), (23, -24), 
(15, -4), (21, 1), (19, -7), 
(4, -3), (6, -5), (6, -3), 
(21, -22), (22, -22), (23, -23), 
(16, -3), (21, 2), (19, -5), 
(5, -2), (7, -3), (7, -2), 
(21, -23), (22, -22), (24, -24), 
(17, -5), (21, 1), (20, -6), 
(5, -3), (8, -5), (8, -3), 
(21, -22), (22, -22), (23, -22), 
(16, -4), (21, 2), (20, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -23), (23, -23), (24, -23), 
(17, -5), (22, 1), (20, -5), 
(6, -3), (8, -5), (7, -3), 
(21, -22), (22, -22), (23, -23), 
(15, -4), (20, 2), (18, -5), 
(4, -2), (6, -4), (6, -2), 
(21, -23), (22, -22), (22, -23), 
(15, -4), (20, 2), (19, -5), 
(4, -2), (6, -4), (6, -2), 
(22, -23), (22, -23), (23, -23), 
(17, -5), (22, 1), (20, -6), 
(5, -3), (8, -5), (7, -3), 
(21, -21), (22, -22), (23, -22), 
(16, -5), (22, 2), (20, -4), 
(5, -2), (7, -4), (8, -2), 
(21, -22), (23, -23), (23, -22), 
(17, -7), (22, 1), (21, -6), 
(6, -3), (8, -5), (7, -3), 
(21, -22), (22, -23), (22, -22), 
(16, -7), (21, 0), (20, -6), 
(4, -3), (7, -5), (6, -3), 
(21, -21), (23, -23), (22, -21), 
(17, -8), (22, 0), (21, -6), 
(6, -2), (8, -5), (8, -4), 
(20, -21), (23, -24), (22, -21), 
(16, -9), (21, 0), (21, -5), 
(4, -3), (7, -5), (7, -4), 
(20, -20), (23, -24), (21, -21), 
(17, -9), (22, 0), (21, -6), 
(5, -3), (7, -5), (7, -4), 
(21, -21), (23, -25), (22, -22), 
(17, -9), (22, -1), (21, -6), 
(5, -3), (7, -5), (7, -4), 
(21, -21), (23, -24), (22, -21), 
(17, -8), (23, 0), (22, -6), 
(5, -2), (8, -5), (8, -3), 
(20, -20), (23, -23), (22, -20), 
(17, -7), (22, 1), (21, -5), 
(5, -2), (7, -4), (7, -3), 
(20, -20), (23, -23), (22, -21), 
(17, -7), (22, 1), (21, -4), 
(5, -2), (7, -4), (7, -2), 
(21, -21), (23, -24), (22, -22), 
(17, -7), (21, 1), (21, -4), 
(5, -3), (8, -5), (8, -3), 
(21, -22), (23, -24), (23, -22), 
(16, -6), (21, 2), (20, -4), 
(5, -3), (7, -5), (7, -3), 
(21, -23), (23, -23), (23, -22), 
(15, -4), (20, 3), (19, -3), 
(5, -1), (7, -4), (7, -2), 
(22, -24), (23, -23), (24, -24), 
(15, -3), (21, 2), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -25), (22, -23), (23, -24), 
(14, -3), (19, 2), (18, -4), 
(4, -3), (6, -5), (6, -2), 
(22, -24), (23, -23), (23, -24), 
(13, -1), (18, 2), (17, -4), 
(4, -2), (5, -4), (6, -2), 
(22, -24), (23, -22), (24, -24), 
(14, -1), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(13, -2), (19, 3), (18, -3), 
(5, -2), (6, -4), (6, -2), 
(21, -25), (22, -23), (23, -24), 
(12, -2), (17, 3), (17, -3), 
(3, -2), (5, -4), (5, -2), 
(22, -25), (23, -23), (23, -24), 
(12, -2), (18, 2), (17, -3), 
(4, -3), (5, -4), (6, -2), 
(22, -25), (24, -22), (24, -24), 
(13, -1), (19, 3), (18, -2), 
(5, -2), (7, -4), (7, -1), 
(22, -25), (23, -23), (23, -24), 
(12, -1), (18, 2), (17, -3), 
(4, -2), (5, -4), (5, -2), 
(21, -24), (22, -22), (23, -24), 
(12, -1), (17, 2), (16, -3), 
(4, -3), (5, -4), (5, -2), 
(22, -25), (23, -22), (23, -24), 
(12, -1), (17, 2), (16, -3), 
(3, -2), (5, -4), (5, -1), 
(22, -25), (23, -22), (24, -24), 
(12, -1), (18, 2), (17, -3), 
(4, -2), (5, -4), (6, -2), 
(22, -24), (23, -21), (24, -24), 
(13, 0), (17, 4), (17, -2), 
(5, -1), (6, -3), (6, -1), 
(23, -24), (24, -22), (25, -24), 
(13, 0), (18, 2), (17, -3), 
(5, -2), (6, -3), (7, -1), 
(23, -23), (24, -19), (24, -23), 
(12, 1), (16, 3), (16, -2), 
(5, -1), (6, -3), (6, 0), 
(23, -22), (24, -19), (25, -24), 
(11, 1), (16, 2), (15, -2), 
(5, -1), (6, -2), (6, 1), 
(23, -23), (24, -19), (24, -24), 
(10, 0), (15, 1), (14, -4), 
(3, -2), (4, -3), (6, 0), 
(24, -22), (25, -18), (24, -24), 
(9, -1), (13, 0), (12, -3), 
(3, 0), (3, -2), (5, 0), 
(24, -20), (25, -16), (25, -22), 
(8, -2), (12, -2), (11, -3), 
(2, 1), (2, -2), (5, 1), 
(25, -20), (26, -16), (26, -22), 
(9, -2), (14, -1), (13, -3), 
(4, 1), (5, -1), (6, 1), 
(24, -21), (26, -16), (25, -22), 
(8, -2), (13, -2), (13, -3), 
(2, 0), (3, -2), (5, 0), 
(25, -20), (27, -16), (26, -22), 
(9, -2), (14, -2), (13, -3), 
(4, 1), (4, -1), (7, 1), 
(24, -20), (27, -15), (26, -22), 
(9, -2), (14, -2), (13, -3), 
(4, 1), (4, -1), (7, 1), 
(24, -20), (26, -16), (25, -22), 
(10, -2), (14, -2), (13, -3), 
(4, 0), (4, -1), (6, 0), 
(24, -21), (26, -16), (25, -23), 
(9, -1), (14, -1), (13, -2), 
(3, 0), (4, -2), (6, 1), 
(24, -20), (26, -16), (25, -22), 
(9, -1), (14, 1), (14, -1), 
(4, 1), (4, -2), (6, 1), 
(24, -23), (26, -19), (25, -23), 
(11, -1), (15, 0), (15, -3), 
(5, 0), (5, -2), (7, 0), 
(22, -23), (25, -20), (24, -23), 
(9, -1), (14, 1), (14, -2), 
(3, -1), (4, -3), (5, -1), 
(23, -24), (25, -21), (24, -23), 
(12, -1), (16, 2), (16, -2), 
(5, -1), (6, -3), (7, -1), 
(23, -25), (24, -22), (23, -23), 
(12, -1), (17, 2), (17, -2), 
(5, -1), (6, -3), (6, -1), 
(22, -24), (24, -23), (24, -23), 
(13, -1), (18, 2), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -22), (23, -22), 
(13, -1), (19, 3), (18, -2), 
(5, -1), (7, -3), (6, -1), 
(22, -24), (23, -23), (23, -22), 
(14, -2), (19, 4), (18, -1), 
(5, -1), (6, -3), (7, -1), 
(22, -24), (23, -24), (23, -22), 
(14, -4), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -23), (23, -24), (23, -23), 
(15, -4), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -23), (23, -24), (23, -22), 
(15, -4), (20, 2), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (23, -24), (22, -23), 
(13, -4), (19, 3), (18, -3), 
(5, -3), (6, -5), (6, -3), 
(21, -23), (23, -24), (23, -23), 
(14, -3), (19, 3), (18, -2), 
(5, -2), (6, -4), (7, -2), 
(21, -24), (23, -24), (23, -23), 
(13, -3), (19, 2), (18, -4), 
(4, -2), (6, -5), (6, -3), 
(22, -24), (23, -23), (23, -23), 
(14, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (6, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (20, 2), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -23), (23, -24), 
(13, -3), (19, 2), (17, -3), 
(3, -2), (5, -4), (5, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (20, 3), (18, -3), 
(4, -2), (6, -4), (6, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -24), (23, -23), 
(14, -4), (19, 2), (18, -4), 
(4, -3), (6, -4), (6, -3), 
(21, -23), (23, -23), (23, -23), 
(14, -4), (20, 2), (19, -3), 
(5, -3), (6, -4), (6, -2), 
(21, -23), (23, -24), (23, -22), 
(15, -5), (20, 3), (20, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -23), (23, -24), (22, -23), 
(14, -5), (19, 2), (19, -4), 
(4, -3), (6, -5), (6, -3), 
(21, -23), (23, -24), (23, -23), 
(15, -5), (20, 2), (20, -3), 
(6, -3), (7, -4), (7, -2), 
(21, -23), (23, -24), (23, -23), 
(15, -4), (20, 2), (19, -3), 
(5, -3), (7, -4), (7, -2), 
(21, -23), (23, -24), (23, -23), 
(15, -4), (20, 2), (19, -4), 
(5, -2), (7, -4), (7, -3), 
(21, -23), (23, -23), (23, -23), 
(14, -4), (20, 3), (19, -3), 
(4, -2), (7, -4), (7, -2), 
(21, -23), (23, -24), (23, -23), 
(15, -5), (20, 2), (20, -3), 
(6, -3), (7, -5), (7, -2), 
(21, -23), (23, -24), (22, -23), 
(14, -5), (19, 2), (19, -4), 
(4, -3), (6, -4), (6, -3), 
(21, -22), (23, -24), (23, -22), 
(15, -5), (20, 2), (20, -3), 
(5, -3), (7, -4), (7, -2), 
(21, -23), (24, -24), (23, -22), 
(15, -5), (20, 2), (20, -3), 
(5, -3), (7, -4), (7, -2), 
(22, -23), (23, -24), (23, -23), 
(15, -4), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (23, -23), (23, -23), 
(14, -3), (19, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(15, -4), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -23), (23, -24), (23, -23), 
(15, -4), (20, 2), (19, -3), 
(5, -2), (7, -4), (7, -3), 
(20, -21), (23, -24), (22, -21), 
(15, -5), (20, 3), (19, -1), 
(5, -2), (7, -4), (7, -2), 
(20, -19), (24, -24), (21, -20), 
(14, -7), (19, 3), (20, 0), 
(6, -3), (6, -3), (7, -2), 
(19, -19), (24, -25), (21, -20), 
(15, -9), (20, 2), (21, -1), 
(6, -4), (7, -4), (7, -3), 
(20, -20), (24, -25), (22, -20), 
(15, -8), (20, 2), (21, -2), 
(6, -3), (7, -4), (7, -3), 
(20, -21), (23, -25), (22, -21), 
(14, -7), (19, 2), (19, -2), 
(5, -3), (6, -4), (6, -3), 
(21, -23), (23, -24), (22, -21), 
(15, -5), (20, 3), (20, -3), 
(6, -3), (7, -4), (7, -2), 
(20, -22), (23, -23), (22, -21), 
(14, -4), (19, 4), (18, -1), 
(5, -2), (7, -3), (7, -2), 
(21, -22), (23, -24), (22, -21), 
(14, -5), (19, 3), (19, -2), 
(5, -2), (7, -4), (6, -2), 
(21, -22), (24, -24), (23, -21), 
(14, -6), (20, 2), (19, -2), 
(6, -3), (7, -4), (7, -2), 
(21, -24), (23, -24), (22, -22), 
(13, -5), (18, 2), (18, -3), 
(4, -3), (6, -4), (5, -3), 
(22, -24), (23, -23), (23, -22), 
(14, -2), (19, 4), (18, -2), 
(5, -2), (6, -3), (7, -1), 
(22, -24), (23, -23), (23, -23), 
(13, -1), (18, 3), (18, -3), 
(5, -2), (6, -4), (6, -2), 
(21, -24), (23, -22), (23, -23), 
(12, 0), (17, 3), (16, -2), 
(4, -2), (5, -3), (5, -1), 
(23, -25), (24, -23), (24, -23), 
(13, -1), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -1), 
(22, -24), (23, -23), (23, -22), 
(13, -2), (18, 3), (18, -2), 
(5, -2), (6, -4), (6, -1), 
(22, -24), (24, -23), (23, -22), 
(13, -2), (19, 3), (18, -2), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (24, -23), (22, -22), 
(13, -2), (18, 3), (18, -2), 
(5, -2), (6, -4), (6, -1), 
(22, -24), (24, -23), (23, -22), 
(13, -2), (19, 3), (18, -2), 
(5, -2), (7, -4), (7, -2), 
(22, -25), (24, -23), (23, -23), 
(13, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -22), (23, -22), 
(13, -1), (18, 4), (18, -1), 
(5, -1), (7, -3), (6, -1), 
(22, -24), (24, -23), (23, -22), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (24, -24), (23, -23), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -25), (23, -23), (22, -23), 
(13, -3), (18, 2), (17, -2), 
(4, -2), (5, -4), (6, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -23), (22, -22), 
(12, -2), (18, 4), (17, -2), 
(3, -1), (5, -4), (5, -1), 
(22, -24), (24, -24), (23, -23), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (23, -24), (23, -23), 
(13, -3), (18, 2), (18, -3), 
(4, -2), (6, -4), (6, -2), 
(22, -24), (23, -22), (23, -22), 
(14, -2), (19, 4), (18, -2), 
(5, -1), (6, -3), (7, -1), 
(22, -24), (23, -23), (23, -23), 
(14, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -25), (23, -23), (23, -24), 
(13, -2), (18, 2), (17, -3), 
(4, -2), (5, -5), (5, -2), 
(22, -25), (23, -23), (24, -24), 
(14, -2), (19, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (24, -23), 
(14, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -25), (23, -23), (23, -23), 
(14, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (24, -23), (23, -23), 
(14, -2), (19, 3), (18, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (19, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (23, -24), (22, -23), 
(12, -4), (18, 2), (17, -2), 
(4, -2), (5, -4), (5, -2), 
(21, -24), (23, -24), (23, -23), 
(13, -4), (19, 3), (18, -3), 
(4, -3), (6, -4), (6, -3), 
(22, -24), (23, -24), (23, -23), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -23), (23, -23), 
(13, -4), (19, 2), (18, -4), 
(4, -2), (6, -4), (6, -3), 
(22, -24), (23, -23), (23, -23), 
(15, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (24, -23), 
(15, -3), (20, 2), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -23), (23, -23), 
(14, -4), (19, 2), (18, -4), 
(4, -2), (6, -4), (6, -2), 
(22, -24), (23, -23), (24, -23), 
(15, -3), (20, 3), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (24, -23), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -23), (23, -23), (23, -22), 
(14, -2), (19, 4), (18, -2), 
(5, -2), (7, -4), (7, -1), 
(22, -24), (23, -23), (23, -22), 
(14, -3), (19, 3), (18, -3), 
(5, -2), (6, -4), (6, -2), 
(21, -25), (23, -23), (23, -23), 
(13, -3), (18, 3), (18, -3), 
(4, -2), (5, -4), (6, -2), 
(23, -24), (23, -23), (23, -22), 
(14, -2), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (23, -23), (22, -23), 
(13, -3), (19, 2), (18, -3), 
(4, -2), (5, -4), (5, -2), 
(21, -23), (23, -23), (23, -22), 
(14, -2), (19, 4), (18, -2), 
(5, -1), (6, -3), (6, -1), 
(22, -24), (23, -23), (23, -22), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (23, -23), (23, -23), 
(14, -3), (19, 3), (18, -2), 
(5, -2), (6, -4), (6, -2), 
(22, -24), (23, -24), (23, -22), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -24), (23, -23), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(15, -3), (20, 3), (19, -3), 
(6, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(15, -3), (20, 2), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(15, -3), (20, 2), (19, -4), 
(5, -3), (7, -4), (7, -2), 
(22, -24), (22, -23), (23, -22), 
(14, -2), (20, 2), (18, -4), 
(5, -2), (7, -4), (7, -2), 
(21, -24), (22, -23), (22, -23), 
(13, -3), (18, 3), (17, -4), 
(4, -2), (5, -4), (5, -2), 
(22, -24), (23, -23), (23, -23), 
(15, -3), (20, 2), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -23), (23, -23), (23, -23), 
(15, -4), (20, 2), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (24, -24), (23, -23), 
(14, -3), (20, 3), (19, -3), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (23, -23), (23, -23), 
(14, -2), (19, 3), (19, -3), 
(5, -2), (6, -4), (6, -2), 
(21, -24), (22, -22), (23, -23), 
(13, -2), (18, 2), (17, -3), 
(4, -3), (5, -4), (5, -2), 
(22, -24), (22, -22), (23, -24), 
(13, -1), (19, 3), (17, -3), 
(5, -2), (6, -4), (7, -2), 
(22, -24), (23, -22), (24, -24), 
(14, -1), (20, 3), (18, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (22, -22), (23, -23), 
(14, -1), (19, 4), (18, -3), 
(5, -1), (6, -3), (6, -1), 
(22, -24), (22, -22), (24, -23), 
(14, -2), (20, 2), (19, -4), 
(5, -2), (7, -4), (7, -2), 
(22, -24), (22, -22), (24, -24), 
(15, -2), (20, 3), (19, -4), 
(5, -3), (8, -5), (7, -2), 
